 Subject_1, Subject_2, Subject_3, Subject_4, Subject_5, Subject_6, Subject_7, Subject_8, Subject_9,Subject_10,Subject_11,Subject_12,Subject_13,Subject_14,Subject_15,Subject_16,Subject_17,Subject_18,Subject_19,Subject_20,Subject_21,Subject_22,Subject_23,Subject_24,Subject_25,Subject_26,Subject_27,Subject_28,Subject_29,Subject_30,Subject_31,Subject_32,Subject_33,Subject_34,Subject_35,Subject_36,Subject_37,Subject_38,Subject_39,Subject_40,Subject_41,Subject_42,Subject_43,Subject_44,Subject_45,Subject_46,Subject_47,Subject_48,Subject_49,Subject_50,Subject_51,Subject_52,Subject_53,Subject_54,Subject_55,Subject_56,Subject_57
0.739900097775199,0.836474179409157,0.811869973892028,0.715944032187651,0.817136387693267,0.795730507145592,0.804838739914135,0.713348878839346,0.828760299781756,0.725640341292005,0.764990752663657,0.744493224918315,0.874937720880143,0.840711470387767,0.87991956644544,0.766625723118581,0.875430477629747,0.764090867596747,0.780190601739725,0.925758129856417,0.823226157866643,0.838814751582464,0.757073127297105,0.865229303550616,0.866714091207764,0.84474364878632,0.657783119302811,0.894291376392884,0.801804294763726,0.988370413552186,0.750887681436182,0.89769803923179,0.820029913879013,0.834288834403918,0.864716631917993,0.690524394249438,0.909860179722727,0.825954002123737,0.712617890097662,0.619517822836213,0.749986633707875,0.791261706620628,0.787037563159341,0.761208858417005,0.853423718204107,0.854473479520188,0.676593141879347,0.812963101042858,0.831979933711237,0.750469518644959,0.810910515268176,0.836573873052564,0.757539284174381,0.788191960464477,0.814392607757459,0.89182788414819,0.780132834241778
0.71347474613174,0.8598709029117,0.789345016615833,0.813110942714679,0.86537919649787,0.812955830293807,0.704623229335142,0.785752428024667,0.884890204072491,0.81718052230949,0.835808698517178,0.841595287340236,0.885744712174537,0.864188042593596,0.900814610465418,0.734274474870499,0.820692084657294,0.746124181514527,0.809350999545642,0.888523089523324,0.786487622731691,0.693527741982815,0.829031307223399,0.807389850059534,0.72574144200678,0.638099081492476,0.859388588311706,0.861719042087561,0.724870553318861,0.560370632829795,0.939522526606329,0.888846664642098,0.810459348738772,0.70111166997152,0.801801831830174,0.855390085206278,0.862859141156349,0.813903698079403,0.756515529388667,0.787676184680334,0.603056261739298,0.739514502236086,0.836890596133493,0.803869540005929,0.862108661648006,0.889058195152755,0.850465850609885,0.835470128941845,0.792422854106125,0.824982427992712,0.898705996789359,0.764094164435121,0.727408595754639,0.888317543854439,0.829352521064784,0.890197468535227,0.858106655839896
0.538668290128272,0.700975971574452,0.569323256678657,0.592337119861743,0.691233391304996,0.691998608092153,0.595995871706319,0.781854846008192,0.753190212907531,0.536025463334201,0.72783486530216,0.585676151076899,0.817138599186722,0.729973439973625,0.826966752837778,0.586186583826817,0.773664775152566,0.629330068442655,0.704238573227936,0.830604954137083,0.632515334172253,0.599464103421446,0.672741685693825,0.662371903417028,0.669704101770972,0.499905418005908,0.503720958331539,0.79847724969959,0.576875026547402,0.549167129881946,0.749639768167428,0.842902029605729,0.756547082374502,0.64781207429228,0.746061504083881,0.596022318409806,0.779155086434327,0.707322451452108,0.508710521945822,0.507409408534538,0.443944044379115,0.696828323948455,0.773432571381711,0.499308184343382,0.728438714542701,0.802688776309961,0.565818359159552,0.72311861411172,0.707110818728502,0.633679324364903,0.759674803221283,0.628371540841404,0.564856587225821,0.682784398265194,0.697630381889954,0.807231679143462,0.657229264324687
0.3405897629894,0.530977445790572,0.406685327277342,0.350797175813044,0.572859547436782,0.551933946686984,0.590999968868009,0.605448234495252,0.623750989127878,0.393425059009926,0.374165507629029,0.424077235049731,0.689562391431713,0.572916092036522,0.691310298795582,0.417393933417004,0.543547401391414,0.372770247930063,0.522163458743077,0.77900091426784,0.58436986936316,0.537151343781094,0.536503135346774,0.585772566388244,0.633193641950801,0.758105138122868,0.440003435524321,0.772881034767595,0.451471858497362,0.687891811432516,0.465017191727496,0.799642106605901,0.520883204440368,0.637930849354098,0.785377166351971,0.391513982854505,0.702913730563788,0.477233163352097,0.550162639001924,0.386133516912093,0.456159550709469,0.59501595987247,0.321943373502752,0.335767157227736,0.594261817512036,0.67337353803189,0.333491714260022,0.502753589790817,0.541440937644098,0.583920142186337,0.51305862722243,0.479817919777514,0.476863543488176,0.491476687335224,0.584226188373985,0.710122366133295,0.497608500913543
0.625111551661273,0.743903328203311,0.658739457747649,0.65152074647919,0.816682102063572,0.755531545039109,0.76863312819686,0.531046256658703,0.794505929231974,0.699961815464328,0.631931790134149,0.751936397136908,0.811491148774332,0.77367749564188,0.832703105636792,0.722441361870021,0.664585217505719,0.620654796665941,0.744175417041788,0.858537251511646,0.754901704701823,0.681715654375536,0.830711242794618,0.760495078066805,0.816548416858669,0.744184426143622,0.758334568940364,0.886791836429385,0.679533695065357,0.692878017254999,0.778242967450939,0.91316081703771,0.72024646565445,0.778118684374513,0.876340694338521,0.770042581381498,0.837483612013211,0.689114018463062,0.746241869843064,0.773200882626006,0.639439672017503,0.691101831790675,0.56820508475207,0.592918216515066,0.79179949795549,0.794047832084201,0.665257762998026,0.707983882217868,0.739379601929272,0.866733149972749,0.730211275847189,0.664718583417818,0.67294575967111,0.762941352836387,0.825551134046364,0.838739496629243,0.727559819836977
0.150286397740668,0.393263236025557,0.203586020819635,0.216326557591899,0.431405271825565,0.413959990791604,0.327499920591404,0.793187434049069,0.493559094583433,0.19104482639078,0.288092300647465,0.266637455981362,0.627975310540626,0.452356705479845,0.604100005417789,0.255237409405973,0.393079115508035,0.206476834181198,0.394843549626161,0.630885071519443,0.325690662828704,0.276161324518218,0.463200138173105,0.348435028482144,0.503729507231858,0.782896952244322,0.253486635893973,0.665475788591487,0.210853464988968,0.787872008825526,0.463051656284008,0.729275163645139,0.393844960520764,0.434071986117344,0.587417487595763,0.297768037582241,0.54996001842501,0.352656503253334,0.316847513240538,0.239071665199878,0.102813347380851,0.383896186293518,0.300876390495641,0.0491394660733457,0.464821211226306,0.606400013140527,0.173804543333082,0.393075130570555,0.393805046058207,0.444526288430148,0.408215459477874,0.240056615532071,0.227308084284772,0.358785413114271,0.464764894196571,0.609282735657521,0.338518761617421
0.363871485168139,0.579095306513568,0.49827476718315,0.375410137687239,0.576555535971242,0.547026606784669,0.628706242587432,0.592372855787066,0.620384485109169,0.469436349335623,0.340038764781402,0.446588398572923,0.70741146287835,0.589240593525445,0.70701399363071,0.429988690555286,0.586320799659039,0.412286043304949,0.556141472302014,0.792411673904964,0.615858020444841,0.608170866047816,0.548040729836912,0.618039266591592,0.654087180345875,0.754586077822572,0.507560684179196,0.806343491589871,0.502865117320718,0.691994327598285,0.556563877171151,0.832169858912185,0.559181896429035,0.623339194260458,0.793315959269476,0.434689308179893,0.710803473059743,0.483812263899788,0.589502392766101,0.465534585687961,0.532143136638268,0.565573035549847,0.364710928216077,0.364686926382312,0.679344026760485,0.700091610413983,0.459346875372889,0.520684654214234,0.583191193121719,0.573521109990906,0.577188774764785,0.557327714406454,0.536047330311683,0.6495727392101,0.570542369574092,0.752459078497991,0.530328534429266
0.707667610799931,0.817338150639404,0.753413724859761,0.723593199614269,0.82984651317664,0.777285012194668,0.83891398897179,0.649776239332195,0.823638744389229,0.806943964656359,0.644402367371179,0.788302531887099,0.856074908284095,0.8200463732261,0.860426611826338,0.773934598725607,0.756856138541357,0.7290852051272,0.821942794210452,0.895683449223714,0.79830692579638,0.787826088450693,0.832266004860533,0.802495682639248,0.782832651242807,0.900880394633235,0.834016657615862,0.930798742389527,0.783916422302623,0.715290807764974,0.831465706223976,0.947570041323043,0.808662984084935,0.799489827475442,0.900613671548827,0.833559795762797,0.84269678143359,0.704722684443913,0.777361901567479,0.863302751300407,0.736283738360006,0.775748180382043,0.650597575183275,0.677683790565606,0.886927984125645,0.833191945188792,0.784130746907271,0.747457209243651,0.796368106932351,0.871888731072577,0.807437334881956,0.752945694245593,0.776361068011087,0.870060118701397,0.815120858901295,0.889228158782276,0.807943551757667
0.232472887918703,0.474206504650569,0.292888357919698,0.277283179442735,0.461940822177041,0.475161706333407,0.41371980316929,0.853370847102042,0.529792125242986,0.311347985597904,0.316104329752181,0.32986013955644,0.672510177576321,0.504016025562997,0.659018372865301,0.30772699211499,0.491198424812945,0.314745983815149,0.475864434107067,0.686292909714691,0.406111718837324,0.377431786614835,0.513695621584548,0.399834454885421,0.685288725266471,0.442506414281046,0.359898092994885,0.739339686053595,0.32388478832763,0.496573081381895,0.591365667552546,0.792633216880288,0.502313766539619,0.469565928146041,0.67814903408948,0.364052808094127,0.599985266733263,0.407785494655541,0.398338476499238,0.362303690879306,0.223650500652666,0.455790116899973,0.392520476667114,0.0914502360272842,0.584096999429284,0.659185705078835,0.383791420248737,0.430559421295593,0.470254735866425,0.474453848038484,0.488558533634829,0.345792220693651,0.357714665616009,0.571215159259091,0.473723376582795,0.664712259694226,0.41088662505844
0.832047743949106,0.903320521939784,0.89680097439436,0.883436428177713,0.959597533526054,0.891205067537884,0.897868617383525,0.86722719040157,0.934253233469117,0.875655467679327,0.850868384828059,0.906580828600216,0.909578000901426,0.916796668887241,0.920932799012907,0.891267582394135,0.86713077813855,0.847094512863382,0.899122581578563,0.933917346455512,0.84183746549559,0.875715868138163,0.886974185866662,0.934701860078124,0.794508836247328,0.74566794604177,0.865564652147586,0.925617059754985,0.836137223913643,0.79627531507643,0.90583645118912,0.951268553069524,0.891448388382449,0.861079593012176,0.867297055767558,0.899202096542217,0.910534774447761,0.855760105514986,0.878344116465979,0.878501894941892,0.865657274489253,0.830649770560643,0.871259047506989,0.851873288803213,0.896055642487365,0.925801446292061,0.72666254229422,0.927861477088553,0.885439822773509,0.922057713560275,0.888078952727368,0.876935377358352,0.805146606628155,0.836973857016566,0.91507897056321,0.935218616945374,0.891456857453015
